id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
60845,"Comunidade Bolo da Noiva - R. Dilermano Melo do Nascimento - Macaxeira, Recife - PE, 52090-390, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,COMUNIDADE BOLO DA NOIVA,-8.008411974439323,-34.92860273089787,"17/11/2023, 08:30:00",false,false,,Homicidio/Tentativa,,,false,28185192-15b4-4d9d-b3ce-5ff52f6ea794,People,dead,Sem identificação,"17/11/2023, 08:30:00",Civilian,32,adulto,homem cis,Branca,sem identificação,não identificado,Outros/PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60874,"R. Dr. Carlos Mavignier, 170 - Casa Amarela, Recife - PE, 52070-110, Brasil",Nordeste,Pernambuco,Recife,CASA AMARELA,,,-8.025432667021247,-34.91461065826687,"17/11/2023, 13:00:00",true,true,"Companhia Independente de Policiamento com Cães (CIPCães), Companhia Independente de Policiamento com Motocicleta (CIPMoto)",Operação policial,,Perseguição,false,23f0a186-31ca-440d-adfe-d0178974a9f2,People,wounded,Bala perdida,,Civilian,60,idoso,mulher cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60874,"R. Dr. Carlos Mavignier, 170 - Casa Amarela, Recife - PE, 52070-110, Brasil",Nordeste,Pernambuco,Recife,CASA AMARELA,,,-8.025432667021247,-34.91461065826687,"17/11/2023, 13:00:00",true,true,"Companhia Independente de Policiamento com Cães (CIPCães), Companhia Independente de Policiamento com Motocicleta (CIPMoto)",Operação policial,,Perseguição,false,1336d508-7cd9-45fa-bf47-7e381f0bfab0,People,dead,Sem identificação,"17/11/2023, 13:00:00",Civilian,30,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60874,"R. Dr. Carlos Mavignier, 170 - Casa Amarela, Recife - PE, 52070-110, Brasil",Nordeste,Pernambuco,Recife,CASA AMARELA,,,-8.025432667021247,-34.91461065826687,"17/11/2023, 13:00:00",true,true,"Companhia Independente de Policiamento com Cães (CIPCães), Companhia Independente de Policiamento com Motocicleta (CIPMoto)",Operação policial,,Perseguição,false,74a60b59-331d-4d3c-a669-b453c15d9687,People,dead,Sem identificação,"17/11/2023, 13:00:00",Civilian,24,adulto,mulher cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,9181b28e-736d-4257-a116-16ea5f9a1731,People,wounded,Sem identificação,,Civilian,31,adulto,não identificado,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,f340fad6-8478-4d9b-98d2-e95fb722c223,People,wounded,Sem identificação,,Civilian,35,adulto,não identificado,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,6266d17a-aa9e-4ede-8642-978cbe9451c2,People,dead,Sem identificação,"17/11/2023, 21:00:00",Civilian,25,adulto,homem cis,Negra,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,f17f8c81-b9a7-45d7-a585-fa5231c6fe7c,People,wounded,Sem identificação,,Civilian,24,adulto,não identificado,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,140a084b-1eb7-4889-b719-eaf99e4db78a,People,wounded,Sem identificação,,Civilian,24,adulto,não identificado,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60879,"Avenida Liberdade -Comunidade Brasília, Totó, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TOTO,,COMUNIDADE BRASILIA,-8.0813565,-34.966791,"17/11/2023, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,fb0f0e51-15b9-4965-b147-0fec426dcdee,People,wounded,Sem identificação,,Civilian,28,adulto,não identificado,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60893,"Vila das Crianças - UR-05 - Ibura, Recife - PE, 51300-030, Brasil",Nordeste,Pernambuco,Recife,IBURA,,UR 05,-8.132019190139408,-34.947124525107235,"19/11/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,86e71c03-419a-4a65-abd1-e4bfcc9cc5f0,People,dead,Sem identificação,"19/11/2023, 13:00:00",Civilian,49,adulto,homem cis,Branca,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60894,"R. Padre Teófilo Tworz, 113 - Prado, Recife - PE, 50751-315, Brasil",Nordeste,Pernambuco,Recife,PRADO,,,-8.064217758881469,-34.9107876220891,"19/11/2023, 19:00:00",false,false,,Homicidio/Tentativa,,,false,cc633936-3cf9-409a-89e1-ebac550300a2,People,dead,Sem identificação,"19/11/2023, 19:00:00",Civilian,21,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60916,"Comunidade do Detran - R. Genésio Teófilo Bezerra Filho, 51 - Iputinga, Recife - PE, 50690-400, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE DO DETRAN,-8.03110483	,-34.93568887,"20/11/2023, 19:00:00",true,true,não identificado,Operação policial,,,false,b879309b-7815-4781-a4ef-a6843a380757,People,dead,Sem identificação,"20/11/2023, 19:00:00",Civilian,28,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60916,"Comunidade do Detran - R. Genésio Teófilo Bezerra Filho, 51 - Iputinga, Recife - PE, 50690-400, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE DO DETRAN,-8.03110483	,-34.93568887,"20/11/2023, 19:00:00",true,true,não identificado,Operação policial,,,false,5b701f38-e7e6-4263-b4cc-4da81fd64822,People,dead,Sem identificação,"20/11/2023, 19:00:00",Civilian,31,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60937,"Av. Chagas Ferreira, 1444 - Dois Unidos, Recife - PE, 52165-450, Brasil",Nordeste,Pernambuco,Recife,DOIS UNIDOS,,,-8.001517773175596,-34.91872409510653,"20/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,0210aecc-23d0-4a05-97a9-0b54dbced6d5,People,dead,Sem identificação,"20/11/2023, 21:00:00",Civilian,47,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60919,"R. Canapi, 80 - Vasco da Gama, Recife - PE, 52081-091, Brasil",Nordeste,Pernambuco,Recife,VASCO DA GAMA,,,-8.012693966380203,-34.92052244907542,"20/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,d3b2c968-9743-415d-9dbc-f9239eccad69,People,dead,Sem identificação,"20/11/2023, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60957,"R. Gen. Polidoro, 1050 - Cidade Universitária , Recife - PE, 50740-050, Brasil",Nordeste,Pernambuco,Recife,CIDADE UNIVERSITARIA,,,-8.046064351247233,-34.94814903976661,"22/11/2023, 12:00:00",false,false,,Homicidio/Tentativa,,,false,f3be9c42-3874-44da-ad63-1eaaa751379c,People,dead,Sem identificação,"22/11/2023, 12:00:00",Civilian,,adulto,homem cis,Negra,posto de gasolina,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60974,"Travessa Dr. José Anastácio da Silva Guimarães - Iputinga, Recife - PE, 50731-430, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE CAIARA,-8.038837037303812,-34.92842349911554,"23/11/2023, 19:00:00",false,false,,Homicidio/Tentativa,,,false,897c8928-1547-42bb-985e-ac0123a752b8,People,dead,Sem identificação,"23/11/2023, 19:00:00",Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60986,"Cajueiro, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,CAJUEIRO,,,-8.011356100000002,-34.8858658,"24/11/2023, 12:00:00",false,false,,Homicidio/Tentativa,,,false,1afba8c8-9d4c-45a9-8d18-adac0c3b0f75,People,dead,Sem identificação,"23/11/2023, 21:00:00",Civilian,22,adulto,homem cis,Negra,barbearia,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
60998,"Jardim Beira Rio - Rua Jemil Asfora - Pina, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,PINA,,JARDIM BEIRA RIO,-8.0879962,-34.8933662,"24/11/2023, 17:00:00",false,false,,Homicidio/Tentativa,,,false,d618811e-7fe2-4b72-b545-fd193b4d29c7,People,dead,Sem identificação,"24/11/2023, 17:00:00",Civilian,18,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61001,"Rua Estér - Macaxeira, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.0081147,-34.933149,"24/11/2023, 20:00:00",false,false,,Homicidio/Tentativa,,,false,ae27987b-d35a-4bfe-b181-5ad6938d0a00,People,dead,Sem identificação,"24/11/2023, 20:00:00",Civilian,62,idoso,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61040,"R. Dep. Adalberto Guerra - Várzea, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,NOVA MORADA,-8.0272849,-34.9494905,"25/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,fab2daf6-1a33-403c-a213-303b32c84eb8,People,wounded,Sem identificação,,Civilian,18,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61040,"R. Dep. Adalberto Guerra - Várzea, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,NOVA MORADA,-8.0272849,-34.9494905,"25/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,2ce97608-c75e-4c97-a5a8-a90e09557893,People,wounded,Sem identificação,,Civilian,19,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61044,"Av. Gen. San Martin - San Martin, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,SAN MARTIN,,,-8.0683615,-34.9280654,"25/11/2023, 21:00:00",false,true,,Briga,,Bar,false,754b5330-ac78-49bb-b13d-bf3d943cdbac,People,wounded,Sem identificação,,Civilian,28,adulto,homem cis,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61047,"R. Alto 13 de Maio, 2926 - Vasco da Gama, Recife - PE, 52081-040, Brasil",Nordeste,Pernambuco,Recife,VASCO DA GAMA,,ALTO TREZE DE MAIO,-8.00935410,-34.92258960,"25/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,194792ad-216c-4671-8b57-cb60c39f1adf,People,dead,Sem identificação,"25/11/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61048,"Estr. dos Pintos - Dois Irmãos, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,DOIS IRMAOS,,,-8.0142739,-34.956047,"26/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,2e1c9575-44b7-4dbc-bb6a-7fc6d32864de,People,dead,Sem identificação,"26/11/2023, 21:00:00",Civilian,19,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61048,"Estr. dos Pintos - Dois Irmãos, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,DOIS IRMAOS,,,-8.0142739,-34.956047,"26/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,18d473de-3ade-4938-842b-12a7fded3443,People,dead,Sem identificação,"25/11/2023, 21:00:00",Civilian,22,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61110,"Av. Ver. Otacílio Azevedo, 1078 - Brejo de Beberibe, Recife - PE, 52081-550, Brasil",Nordeste,Pernambuco,Recife,BREJO DE BEBERIBE,,,-8.0027403,-34.9186365,"29/11/2023, 19:30:00",false,false,,Homicidio/Tentativa,,,false,3b9b3ade-c6c9-455b-ab68-6d2923d3de2c,People,dead,Sem identificação,"29/11/2023, 19:30:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61130,"R. Cordislândia, 873 - Iputinga, Recife - PE, 50731-270, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,,-8.042758706254709,-34.929312908403745,"29/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,763fecce-4943-4a76-bff6-bf6df2a298bf,People,dead,Sem identificação,"29/11/2023, 21:00:00",Civilian,,adulto,mulher cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61128,"Praça do Jardim São Paulo, 185 - Jardim São Paulo, Recife - PE, 50781, Brasil",Nordeste,Pernambuco,Recife,JARDIM SAO PAULO,,,-8.081445683282755,-34.93846366360723,"29/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,eec62d95-f6db-467a-b6d1-648ead95d844,People,wounded,Sem identificação,,Civilian,35,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61132,"Praça do Rosarinho - Rosarinho - Rosarinho, Recife - PE, 52050-500, Brasil",Nordeste,Pernambuco,Recife,ROSARINHO,,,-8.032769440552489,-34.89644572484025,"30/11/2023, 15:00:00",false,false,,Tentativa/Roubo,,,false,c424a4d0-11b4-4c48-9389-3e06b14a9aa1,People,wounded,Sem identificação,,Civilian,30,adulto,homem cis,Não identificado,automóvel,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61127,"Vila Santa Luzia - R. Cantora Clara Nunes - Torre, Recife - PE, 50620-140, Brasil",Nordeste,Pernambuco,Recife,TORRE,,VILA SANTA LUZIA,-8.0448098,-34.9175408,"30/11/2023, 16:30:00",false,false,,Homicidio/Tentativa,,,false,1f3084e0-b5be-433d-b6d9-3d1ffb9a0aec,People,dead,Sem identificação,"30/11/2023, 16:30:00",Civilian,28,adulto,homem cis,Não identificado,outros,em serviço,Vendedor ambulante/PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61134,"Comunidade da Portelinha, Recife - PE, 50761-435, Brasil",Nordeste,Pernambuco,Recife,MANGUEIRA,,COMUNIDADE DA PORTELINHA (MANGUEIRA),-8.07477104754814,-34.92381386191566,"30/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,f7c76b13-f754-49dc-b44a-7a7ec1850c2c,People,dead,Sem identificação,"30/11/2023, 21:00:00",Civilian,26,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61153,"Alto Santa Terezinha, R. João Cândido - Água Fria, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,ALTO SANTA TERESINHA,,-8.0117086,-34.9022611,"30/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,87333177-7550-4b2d-96ff-b5f5ee9144fd,People,dead,Sem identificação,"30/11/2023, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61152,"R. Dr. Júlio Campêlo - Iputinga, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,,-8.0320949,-34.9313843,"30/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,cff4d679-24d1-46d1-bf98-003865ff24a1,People,dead,Sem identificação,"30/11/2023, 21:00:00",Civilian,24,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61151,"R. da Regeneração, 1147 - Água Fria, Recife - PE, 52120-335, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,,-8.022613285296224,-34.882933402634904,"30/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,9fa6debf-dadd-4225-9f14-fcbe76f244d7,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61150,"Vila São Miguel - Afogados, Recife - PE, 50770-660, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,VILA SAO MIGUEL,-8.081779179534315,-34.9132327342734,"30/11/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,196ebfdc-a700-4d05-97e4-8b828ca5f1d8,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61186,"R. Dr. Plácido de Oliveira, 96 - San Martin, Recife - PE, 50761-540, Brasil",Nordeste,Pernambuco,Recife,SAN MARTIN,,,-8.074253625516475,-34.92719941585042,"01/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,0634ea95-e4a2-4437-9537-b4f404d6d54d,People,dead,Sem identificação,"01/12/2023, 13:00:00",Civilian,22,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61183,"R. Dr. Virgínio Marquês, 302 - Iputinga, Recife - PE, 50731-330, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,,-8.038464614236013,-34.936863220128316,"02/12/2023, 13:00:00",false,false,,Homicidio/Tentativa,,,false,22346eda-c183-4214-8d90-c889491e2874,People,dead,Sem identificação,"02/12/2023, 13:00:00",Civilian,25,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61192,"R. Dr. José Anastácio da Silva Guimarães, 58 - Iputinga, Recife - PE, 50680-620, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,,-8.038544176451273,-34.92852911514679,"02/12/2023, 19:00:00",false,false,,Homicidio/Tentativa,,,false,e808204a-4404-49a7-864a-eabac8564a9e,People,dead,Sem identificação,"02/12/2023, 19:00:00",Civilian,18,adulto,mulher cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61187,"R. Rio de Janeiro, 162 - Cordeiro, Recife - PE, 50721-760, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.053809562735648," -34.93349123558234","02/12/2023, 21:00:00",false,false,,Briga,,,false,85368a85-8b29-481c-942a-494a0177d691,People,dead,Sem identificação,"02/12/2023, 21:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61189,"R. São Francisco de Paula, 79 - Caxangá, Recife - PE, 50800-270, Brasil",Nordeste,Pernambuco,Recife,CAXANGA,,,-8.030514912364291,-34.95551941248287,"03/12/2023, 19:00:00",false,false,,Briga,,,false,2b38488a-4057-4467-9a68-d2533b3f7423,People,dead,Sem identificação,"03/12/2023, 19:00:00",Civilian,40,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61210,"R. Est. Jeremias Bastos, 316 - Pina, Recife - PE, 51011-040, Brasil",Nordeste,Pernambuco,Recife,PINA,,,-8.093149519816349,-34.88450144007454,"04/12/2023, 14:00:00",false,false,,Homicidio/Tentativa,,,false,09564ad8-5175-4989-a389-62dae264b1be,People,dead,Sem identificação,"04/12/2023, 14:00:00",Civilian,41,adulto,homem cis,Branca,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61210,"R. Est. Jeremias Bastos, 316 - Pina, Recife - PE, 51011-040, Brasil",Nordeste,Pernambuco,Recife,PINA,,,-8.093149519816349,-34.88450144007454,"04/12/2023, 14:00:00",false,false,,Homicidio/Tentativa,,,false,98bea3e5-ea58-40b5-ace8-09ba41af50dd,People,wounded,Bala perdida,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61210,"R. Est. Jeremias Bastos, 316 - Pina, Recife - PE, 51011-040, Brasil",Nordeste,Pernambuco,Recife,PINA,,,-8.093149519816349,-34.88450144007454,"04/12/2023, 14:00:00",false,false,,Homicidio/Tentativa,,,false,68aba347-96b8-4cfb-9f03-093099e07fe7,People,dead,Sem identificação,"04/12/2023, 14:00:00",Civilian,30,adulto,homem cis,Branca,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61234,"R. Córrego do Euclídes, 818 - Corrego do Euclides - Alto José Bonifacio, Recife - PE, 52080-850, Brasil",Nordeste,Pernambuco,Recife,ALTO JOSE BONIFACIO,,CORREGO DO EUCLIDES,-8.013014190609937,-34.91480207116403,"04/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ec400fdf-0755-459d-8ac3-eec8c167d6fe,People,wounded,Sem identificação,,Civilian,30,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61215,"Avenida Engenheiro Domingos Ferreira - Boa Viagem, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BOA VIAGEM,,,-8.1149721,-34.8949868,"04/12/2023, 21:00:00",true,true,Não identificado,Sequestro/Cárcere Privado,,,false,3f7013c3-7443-4c69-af83-750639ee5490,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61235,"Alto da Esperança - R. Miguel Carneiro, 51a - Vasco da Gama, Recife - PE, 52280-620, Brasil",Nordeste,Pernambuco,Recife,VASCO DA GAMA,,ALTO DA ESPERANCA,-8.018067206245258,-34.919683209524536,"05/12/2023, 14:00:00",false,false,,Homicidio/Tentativa,,,false,bd9f2a91-6d60-4ca6-8103-ae44b639045e,People,dead,Sem identificação,"05/12/2023, 14:00:00",Civilian,17,adolescente,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61245,"R. Mirabela - Torrões, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,TORROES,,,-8.0630723,-34.9340229,"05/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,e1d255fc-1fe3-4cd1-a72b-83aa15af90fa,People,wounded,Sem identificação,,Civilian,26,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61262,"Rua Mario Libânio - Mustardinha, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MUSTARDINHA,,,-8.0720832,-34.9165344,"06/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,8ec240ed-1b2c-4f5a-af05-afcc0309975f,People,dead,Sem identificação,"06/12/2023, 21:00:00",Civilian,29,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61265,"Comunidade do Pacheco, Recife - PE, 50790-550, Brasil",Nordeste,Pernambuco,Recife,BARRO,,COMUNIDADE DO PACHECO (BARRO),-8.09567638073104,-34.9615157551942,"06/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,e5d18fd1-1ec0-4ae7-8aff-5f7810aab0b2,People,dead,Sem identificação,"06/12/2023, 21:00:00",Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61258,"Comunidade Caiara, Rua Santa Lúcia - Iputinga, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IPUTINGA,,COMUNIDADE CAIARA,-8.039242,-34.9300185,"06/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,bd736de3-85d5-4028-b8f8-bb8f4a0cc879,People,wounded,Sem identificação,,Civilian,19,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61260,"Ibura, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IBURA,,,-8.1105568,-34.93699350000001,"07/12/2023, 23:00:00",false,false,,Homicidio/Tentativa,,,false,6f566ac3-18a2-4579-9ec5-316862f02609,People,dead,Sem identificação,"07/12/2023, 23:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61274,"Estr. dos Remédios - Afogados, Recife - PE, 50750-100, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,,-8.071696178639082,-34.90801023068849,"08/12/2023, 11:00:00",false,false,,Homicidio/Tentativa,,,false,905740ed-bfb4-457f-965e-f88e29d7757b,People,dead,Sem identificação,"08/12/2023, 11:00:00",Civilian,,adulto,não identificado,Não identificado,lava jato,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61284,"R. Gomes Taborda,  Cordeiro, Recife - PE, 50630-255, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.054351941541993,-34.92665949570084,"08/12/2023, 18:00:00",false,false,,Homicidio/Tentativa,,Bar,false,5e89aa30-1765-4e40-b5c2-e9c8c25960e3,People,dead,Sem identificação,"09/12/2023, 03:00:00",Civilian,,adulto,homem cis,Não identificado,bar,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
